Day or Night?_2013,State,Date_2013,Race_2013,Vehicle Type_2013,From Where_2013,To Where_2013,Trip distance_2013,Alcohol Today_2013,Age Range_2013,Zipcode_2013,Education Level_2013,Employed_2013,Blood Alcohol Content_2013
3,MI,10/5/2013 2:24,1,Car,"Bar, tavern, club",Own home,More than 20,Yes,25.0,48348.0,High school graduate,On Disability,#NULL!
3,MI,10/5/2013 2:29,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,MI,10/5/2013 2:49,1,Car,Store or gas station,Own home,0-5,No,21.0,48185.0,Some college - no degree,Unemployed,0
3,MI,10/5/2013 3:07,1,Pickup,Work,Own home,20-Nov,No,24.0,48135.0,Some college - no degree,Employed Full-time,#NULL!
4,MI,10/5/2013 22:18,1,SUV/ Crossover,Restaurant/eating place,Own home,0-5,No,45.0,48146.0,Bachelor's degree,Employed Full-time,#NULL!
4,MI,10/5/2013 22:33,1,Car,Someone else's home,Own home,20-Nov,,19.0,48127.0,Some college - no degree,Unemployed,#NULL!
4,MI,10/5/2013 22:49,#NULL!,Car,,,,,,,,,0
4,MI,10/5/2013 23:07,1,Car,Someone else's home,Store or gas station,0-5,No,28.0,48135.0,Associate's degree,Unemployed,0
4,MI,10/5/2013 23:22,1,Car,Someone else's home,Own home,10-Jun,,17.0,48135.0,9th - 11th grade,Unemployed,#NULL!
4,MI,10/5/2013 23:32,1,SUV/ Crossover,School/church,Own home,10-Jun,,55.0,48185.0,Some college - no degree,Employed Full-time,0
4,MI,10/5/2013 23:49,1,Car,Restaurant/eating place,Own home,0-5,,18.0,48127.0,9th - 11th grade,Unemployed,0
4,MI,10/6/2013 0:07,1,SUV/ Crossover,Own home,Restaurant/eating place,0-5,No,64.0,48135.0,9th - 11th grade,Homemaker,0
5,MI,10/6/2013 1:16,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
5,MI,10/6/2013 1:29,1,SUV/ Crossover,Someone else's home,Own home,0-5,No,21.0,48127.0,High school graduate,Employed Full-time,0
5,MI,10/6/2013 1:35,1,SUV/ Crossover,Someone else's home,Own home,More than 20,,55.0,48186.0,Some college - no degree,Employed Full-time,#NULL!
5,MI,10/6/2013 1:43,#NULL!,Car,,,,,,,,,#NULL!
5,MI,10/6/2013 2:01,1,Car,Someone else's home,Someone else's home,20-Nov,No,18.0,48126.0,9th - 11th grade,Employed Full-time,0
5,MI,10/6/2013 2:13,#NULL!,Car,,,,,,,,,#NULL!
5,MI,10/6/2013 2:36,1,Car,Someone else's home,Own home,10-Jun,No,40.0,48231.0,Master's degree,Employed Full-time,0
5,MI,10/6/2013 2:40,#NULL!,Car,,,,,,,,,#NULL!
5,MI,10/6/2013 2:47,#NULL!,Car,,,,,,,,,#NULL!
5,MI,10/6/2013 2:50,#NULL!,Car,,,,,,,,,#NULL!
5,MI,10/6/2013 3:01,1,Car,Someone else's home,Own home,More than 20,No,21.0,48185.0,Some college - no degree,Unemployed,#NULL!
1,MI,2/14/2014 9:57,1,Car,Store or gas station,Own home,0-5,No,60.0,48230.0,Master's degree,Retired,0
1,MI,2/14/2014 10:03,#NULL!,Pickup,,,,,,,,,#NULL!
1,MI,2/14/2014 10:21,2,SUV/ Crossover,Own home,Store or gas station,More than 20,No,47.0,48335.0,Master's degree,Employed Full-time,#NULL!
1,MI,2/14/2014 10:45,2,Van,Other,Own home,0-5,No,45.0,48215.0,High school graduate,Employed Full-time,#NULL!
1,MI,2/14/2014 11:15,2,Car,Store or gas station,Own home,0-5,No,24.0,48205.0,High school graduate,Unemployed,0
1,MI,2/14/2014 11:28,2,SUV/ Crossover,Own home,Work,20-Nov,,45.0,48215.0,High school graduate,Employed Full-time,#NULL!
1,MI,2/14/2014 11:48,2,Car,Own home,Someone else's home,0-5,No,24.0,48225.0,High school graduate,Unemployed,0
2,MI,2/14/2014 22:47,2,Car,Restaurant/eating place,Own home,20-Nov,No,21.0,48205.0,Some college - no degree,Employed Full-time,0.057
2,MI,2/14/2014 23:10,2,Van,Restaurant/eating place,Someone else's home,More than 20,Yes,32.0,48066.0,Some college - no degree,On Disability,0
2,MI,2/14/2014 23:34,2,Car,Own home,Own home,0-5,,16.0,48205.0,9th - 11th grade,Unemployed,#NULL!
2,MI,2/14/2014 23:58,2,SUV/ Crossover,Work,Own home,More than 20,No,39.0,48205.0,High school graduate,Employed Full-time,0
3,MI,2/15/2014 1:41,2,Car,Work,Own home,More than 20,No,24.0,48219.0,Some college - no degree,Employed Part-time,0
3,MI,2/15/2014 2:13,1,Car,Other,Own home,20-Nov,No,56.0,48310.0,Master's degree,Employed Full-time,0
3,MI,2/15/2014 2:35,2,Car,"Bar, tavern, club",Own home,0-5,Yes,30.0,48207.0,Master's degree,Employed Full-time,0
4,MI,2/15/2014 22:34,2,SUV/ Crossover,Someone else's home,Own home,20-Nov,No,27.0,48227.0,Some college - no degree,Employed Full-time,#NULL!
4,MI,2/15/2014 23:02,2,Car,Work,Own home,10-Jun,No,30.0,48238.0,9th - 11th grade,Employed Part-time,0
4,MI,2/15/2014 23:20,2,Car,Work,Own home,0-5,No,42.0,48187.0,High school graduate,Employed Full-time,0
4,MI,2/15/2014 23:37,2,Car,Work,Own home,20-Nov,No,29.0,48219.0,Bachelor's degree,Employed Full-time,0
1,NY,8/9/2013 9:38,1,Pickup,Someone else's home,Own home,0-5,,69.0,12486.0,High school graduate,Retired,0
1,NY,9/20/2013 13:40,1,Car,Work,Restaurant/eating place,0-5,No,28.0,12303.0,High school graduate,Employed Full-time,#NULL!
1,NY,9/20/2013 13:48,1,SUV/ Crossover,Other,Store or gas station,0-5,No,29.0,12203.0,Master's degree,Employed Full-time,#NULL!
1,NY,9/20/2013 13:56,1,SUV/ Crossover,Someone else's home,Store or gas station,0-5,,59.0,12304.0,9th - 11th grade,On Disability,#NULL!
1,NY,9/20/2013 14:20,1,Car,Store or gas station,Own home,0-5,No,73.0,12304.0,High school graduate,Retired,#NULL!
1,NY,9/20/2013 14:27,#NULL!,Motorcycle,,,,,,,,,#NULL!
1,NY,9/20/2013 14:33,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,NY,9/20/2013 14:41,1,Car,Own home,Work,More than 20,,25.0,12305.0,Bachelor's degree,Employed Full-time,#NULL!
1,NY,9/20/2013 14:46,#NULL!,Car,,,,,,,,,#NULL!
1,NY,9/20/2013 15:06,9,SUV/ Crossover,Someone else's home,Own home,0-5,,64.0,12205.0,Master's degree,Retired,0
1,NY,9/20/2013 15:28,1,Car,Restaurant/eating place,Own home,10-Jun,Yes,63.0,12304.0,High school graduate,Retired,0
1,NY,9/20/2013 15:45,1,Car,Other,Store or gas station,10-Jun,No,56.0,12066.0,High school graduate,Retired,0
2,NY,9/20/2013 22:09,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,NY,9/20/2013 22:25,1,Pickup,Sport or rec facility/park,Own home,More than 20,Yes,50.0,12302.0,Associate's degree,Employed Full-time,#NULL!
2,NY,9/20/2013 22:41,1,SUV/ Crossover,Someone else's home,Own home,10-Jun,,39.0,12302.0,Associate's degree,Homemaker,0
2,NY,9/20/2013 23:00,1,Car,Work,Own home,More than 20,,24.0,12901.0,Some college - no degree,Employed Full-time,#NULL!
2,NY,9/20/2013 23:06,#NULL!,Car,,,,,,,,,#NULL!
2,NY,9/20/2013 23:19,1,SUV/ Crossover,Someone else's home,Someone else's home,20-Nov,No,26.0,40206.0,Bachelor's degree,Employed Full-time,#NULL!
2,NY,9/20/2013 23:27,1,SUV/ Crossover,Work,Own home,20-Nov,No,43.0,12307.0,Associate's degree,Employed Full-time,#NULL!
2,NY,9/20/2013 23:46,1,SUV/ Crossover,Own home,Someone else's home,0-5,,43.0,12304.0,Bachelor's degree,Employed Full-time,#NULL!
2,NY,9/20/2013 23:57,1,Car,Restaurant/eating place,Someone else's home,0-5,Yes,45.0,12303.0,Associate's degree,Employed Part-time,#NULL!
3,NY,9/21/2013 1:13,1,Car,Work,Own home,10-Jun,No,52.0,12303.0,High school graduate,Employed Full-time,#NULL!
3,NY,9/21/2013 1:25,1,Car,Own home,Someone else's home,20-Nov,Yes,28.0,12306.0,Associate's degree,Employed Full-time,#NULL!
3,NY,9/21/2013 1:30,#NULL!,Car,,,,,,,,,#NULL!
3,NY,9/21/2013 1:41,1,Minivan,"Bar, tavern, club",Own home,More than 20,Yes,48.0,12118.0,Associate's degree,Employed Full-time,#NULL!
3,NY,9/21/2013 1:57,1,Car,Work,Own home,10-Jun,No,28.0,12302.0,Some college - no degree,Employed Full-time,#NULL!
3,NY,9/21/2013 2:02,#NULL!,Car,,,,,,,,,#NULL!
3,NY,9/21/2013 2:12,1,SUV/ Crossover,"Bar, tavern, club",Own home,10-Jun,,56.0,12304.0,Associate's degree,Employed Full-time,#NULL!
3,NY,9/21/2013 2:23,1,Pickup,Own home,Work,10-Jun,,51.0,12303.0,9th - 11th grade,Employed Full-time,#NULL!
3,NY,9/21/2013 2:44,6,Car,Sport or rec facility/park,Own home,More than 20,Yes,33.0,12307.0,High school graduate,Other __________________________,#NULL!
3,NY,9/21/2013 2:55,2,Car,Work,Own home,0-5,,42.0,12305.0,Associate's degree,Employed Full-time,#NULL!
4,NY,9/21/2013 22:21,1,Car,Own home,"Bar, tavern, club",0-5,No,22.0,12303.0,High school graduate,Unemployed,0
4,NY,9/21/2013 22:32,1,Car,Work,Own home,0-5,,23.0,12304.0,Some college - no degree,Employed Full-time,#NULL!
4,NY,9/21/2013 22:36,#NULL!,Car,,,,,,,,,#NULL!
4,NY,9/21/2013 22:52,1,Car,Someone else's home,Own home,0-5,No,33.0,12305.0,Associate's degree,Employed Full-time,#NULL!
4,NY,9/21/2013 23:16,1,SUV/ Crossover,Own home,Other,0-5,,36.0,12306.0,Some college - no degree,Homemaker,0
4,NY,9/21/2013 23:58,1,Car,Someone else's home,Own home,10-Jun,No,73.0,12019.0,High school graduate,Retired,#NULL!
5,NY,9/22/2013 1:29,8,SUV/ Crossover,Own home,Store or gas station,0-5,No,53.0,12307.0,High school graduate,Employed Full-time,#NULL!
5,NY,9/22/2013 1:35,#NULL!,Car,,,,,,,,,#NULL!
5,NY,9/22/2013 1:45,#NULL!,Car,,,,,,,,,#NULL!
5,NY,9/22/2013 1:57,1,Car,Own home,Other,10-Jun,No,61.0,12205.0,High school graduate,Employed Full-time,#NULL!
5,NY,9/22/2013 2:24,8,SUV/ Crossover,Store or gas station,Own home,0-5,No,58.0,12305.0,Some college - no degree,Employed Full-time,0
5,NY,9/22/2013 2:37,6,Car,Other,Someone else's home,10-Jun,,19.0,12307.0,Some college - no degree,Employed Full-time,#NULL!
5,NY,9/22/2013 2:51,8,SUV/ Crossover,Own home,Store or gas station,0-5,,47.0,12307.0,Associate's degree,Employed Full-time,#NULL!
5,NY,9/22/2013 2:58,#NULL!,Car,,,,,,,,,#NULL!
1,NY,3/28/2014 10:01,2,Minivan,Other,Store or gas station,10-Jun,No,53.0,13207.0,High school graduate,Employed Full-time,0
1,NY,3/28/2014 10:26,2,Car,Own home,Store or gas station,0-5,No,54.0,13207.0,Some college - no degree,Retired,0
1,NY,3/28/2014 10:40,1,SUV/ Crossover,Work,Own home,10-Jun,,18.0,13215.0,High school graduate,Employed Full-time,#NULL!
1,NY,3/28/2014 10:57,1,Car,Work,Other,10-Jun,,62.0,13207.0,High school graduate,Employed Part-time,#NULL!
1,NY,3/28/2014 11:15,1,SUV/ Crossover,Store or gas station,Own home,10-Jun,No,44.0,13207.0,9th - 11th grade,Unemployed,0
1,NY,3/28/2014 11:31,1,Minivan,Own home,Someone else's home,0-5,No,30.0,13205.0,Master's degree,Homemaker,0
2,NY,3/28/2014 22:20,8,Car,Other,Own home,0-5,,24.0,13210.0,Bachelor's degree,Employed Full-time,#NULL!
2,NY,3/28/2014 23:09,2,SUV/ Crossover,Work,Own home,0-5,,24.0,13202.0,High school graduate,Employed Full-time,0
2,NY,3/28/2014 23:23,2,Car,Restaurant/eating place,Own home,10-Jun,No,23.0,13207.0,Some college - no degree,Employed Full-time,0
3,NY,3/29/2014 2:05,1,Car,Someone else's home,Own home,More than 20,,22.0,13212.0,Some college - no degree,Unemployed,0
4,NY,3/29/2014 22:29,2,Car,Work,Own home,0-5,No,54.0,13210.0,Bachelor's degree,Employed Full-time,0
4,NY,3/29/2014 22:39,2,Car,Someone else's home,Someone else's home,10-Jun,No,26.0,13204.0,Bachelor's degree,Employed Full-time,0
4,NY,3/29/2014 23:11,2,SUV/ Crossover,Restaurant/eating place,Own home,0-5,No,60.0,13224.0,High school graduate,Unemployed,0
5,NY,3/30/2014 1:12,2,SUV/ Crossover,Someone else's home,Work,0-5,No,52.0,13207.0,Bachelor's degree,Employed Part-time,0
1,PA,6/14/2013 13:38,9,Car,Work,Restaurant/eating place,More than 20,,44.0,8550.0,Master's degree,Employed Full-time,#NULL!
1,PA,6/14/2013 14:04,2,SUV/ Crossover,Store or gas station,Own home,10-Jun,No,61.0,19460.0,Some college - no degree,Other __________________________,0
1,PA,6/14/2013 14:08,#NULL!,,,,,,,,,,#NULL!
1,PA,6/14/2013 14:13,#NULL!,Car,,,,,,,,,#NULL!
1,PA,6/14/2013 14:23,1,Car,Work,Own home,More than 20,No,48.0,19464.0,Master's degree,Employed Part-time,#NULL!
1,PA,6/14/2013 14:38,3,Car,Work,Work,10-Jun,,46.0,19460.0,Bachelor's degree,Employed Full-time,#NULL!
1,PA,6/14/2013 14:45,#NULL!,Minivan,,,,,,,,,#NULL!
1,PA,6/14/2013 14:55,1,Car,Own home,Someone else's home,More than 20,No,85.0,33496.0,Doctoral degree,Employed Part-time,#NULL!
1,PA,6/14/2013 15:03,#NULL!,Car,,,,,,,,,#NULL!
1,PA,6/14/2013 15:09,#NULL!,Car,,,,,,,,,#NULL!
1,PA,6/14/2013 15:28,1,Minivan,Store or gas station,Own home,10-Jun,No,57.0,19403.0,Master's degree,Employed Part-time,#NULL!
1,PA,6/14/2013 15:41,1,SUV/ Crossover,Work,Own home,20-Nov,,65.0,19403.0,Bachelor's degree,Retired,0
2,PA,6/14/2013 22:14,1,SUV/ Crossover,Work,Own home,0-5,No,41.0,19406.0,High school graduate,Employed Full-time,#NULL!
2,PA,6/14/2013 22:31,1,Car,School/church,Own home,More than 20,No,31.0,19403.0,Bachelor's degree,Employed Full-time,#NULL!
2,PA,6/14/2013 22:47,3,SUV/ Crossover,Store or gas station,Own home,20-Nov,,68.0,19422.0,Doctoral degree,Employed Full-time,#NULL!
2,PA,6/14/2013 22:51,#NULL!,Car,,,,,,,,,#NULL!
2,PA,6/14/2013 22:56,#NULL!,Car,,,,,,,,,#NULL!
2,PA,6/14/2013 23:14,1,Van,Someone else's home,Own home,10-Jun,,56.0,19428.0,Some college - no degree,Employed Full-time,#NULL!
2,PA,6/14/2013 23:44,1,Car,Work,Own home,0-5,No,23.0,19401.0,Some college - no degree,Employed Full-time,0
2,PA,6/15/2013 0:09,2,Van,Restaurant/eating place,Own home,0-5,No,23.0,19401.0,High school graduate,Employed Full-time,0
3,PA,6/15/2013 1:14,#NULL!,,,,,,,,,,#NULL!
3,PA,6/15/2013 1:21,#NULL!,Car,,,,,,,,,#NULL!
3,PA,6/15/2013 1:31,#NULL!,Car,,,,,,,,,#NULL!
3,PA,6/15/2013 1:53,1,Car,Someone else's home,Own home,20-Nov,Yes,27.0,19426.0,Some college - no degree,Homemaker,#NULL!
3,PA,6/15/2013 2:20,1,Car,Work,Own home,20-Nov,Yes,23.0,19026.0,High school graduate,Employed Full-time,#NULL!
3,PA,6/15/2013 2:49,1,Car,Someone else's home,Someone else's home,10-Jun,,19.0,19355.0,Some college - no degree,Unemployed,#NULL!
3,PA,6/15/2013 2:58,#NULL!,Minivan,,,,,,,,,#NULL!
5,OH,8/4/2013 1:20,1,SUV/ Crossover,Someone else's home,Own home,20-Nov,No,42.0,43311.0,High school graduate,Employed Full-time,#NULL!
5,OH,8/4/2013 1:31,#NULL!,Pickup,,,,,,,,,#NULL!
5,OH,8/4/2013 1:38,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
5,OH,8/4/2013 2:00,#NULL!,Minivan,,,,,,,,,#NULL!
5,OH,8/4/2013 2:25,1,Car,Own home,Someone else's home,20-Nov,,18.0,43311.0,High school graduate,Employed Part-time,0
5,OH,8/4/2013 2:37,#NULL!,Car,,,,,,,,,#NULL!
5,OH,8/4/2013 3:02,2,SUV/ Crossover,Sport or rec facility/park,Own home,More than 20,No,28.0,43017.0,Bachelor's degree,Employed Full-time,0
1,AL,6/7/2013 9:30,#NULL!,,,,,,,,,,0
1,AL,6/7/2013 9:30,#NULL!,,,,,,,,,,#NULL!
1,AL,6/7/2013 9:30,#NULL!,,,,,,,,,,#NULL!
1,AL,6/7/2013 9:30,#NULL!,,,,,,,,,,#NULL!
1,AL,6/7/2013 9:30,#NULL!,,,,,,,,,,#NULL!
1,AL,6/7/2013 9:30,#NULL!,,,,,,,,,,0
2,AL,6/7/2013 23:01,1,Car,Own home,Other,10-Jun,,41.0,36701.0,9th - 11th grade,On Disability,#NULL!
2,AL,6/7/2013 23:27,6,Car,Work,Own home,More than 20,No,21.0,36756.0,Some college - no degree,Employed Part-time,0
2,AL,6/7/2013 23:49,1,Pickup,Other,Own home,20-Nov,No,18.0,35034.0,High school graduate,Unemployed,#NULL!
2,AL,6/8/2013 0:20,1,Pickup,Other,Own home,10-Jun,No,28.0,35034.0,High school graduate,Unemployed,0
3,AL,6/8/2013 2:18,1,Car,Work,Own home,More than 20,,19.0,35184.0,Some college - no degree,Employed Full-time,#NULL!
3,AL,6/8/2013 2:43,1,Pickup,Other,Own home,More than 20,,62.0,35184.0,None - 8th grade,On Disability,0
3,AL,6/8/2013 3:18,1,Car,Other,Own home,More than 20,Yes,37.0,35184.0,Some college - no degree,Employed Full-time,0
4,AL,6/8/2013 22:17,1,Pickup,Own home,Other,0-5,,18.0,35034.0,9th - 11th grade,Employed Full-time,#NULL!
4,AL,6/8/2013 22:39,1,Car,Own home,Other,More than 20,,33.0,35042.0,9th - 11th grade,On Disability,#NULL!
4,AL,6/8/2013 23:00,1,SUV/ Crossover,Someone else's home,Own home,20-Nov,,41.0,35184.0,Some college - no degree,Employed Full-time,0
4,AL,6/8/2013 23:25,1,SUV/ Crossover,Someone else's home,Own home,0-5,No,63.0,35042.0,High school graduate,Unemployed,0
4,AL,6/8/2013 23:45,2,Car,Someone else's home,Someone else's home,10-Jun,,17.0,35034.0,9th - 11th grade,Unemployed,#NULL!
5,AL,6/9/2013 1:42,1,Car,Own home,Other,10-Jun,No,25.0,35184.0,None - 8th grade,Unemployed,0
5,AL,6/9/2013 3:11,1,SUV/ Crossover,Own home,Own home,10-Jun,,31.0,35490.0,High school graduate,Employed Full-time,#NULL!
1,LA,1/17/2014 14:37,#NULL!,Car,,,,,,,,,#NULL!
1,LA,1/17/2014 14:53,1,Car,Work,Work,More than 20,No,27.0,70754.0,Master's degree,Employed Full-time,0
1,LA,1/17/2014 15:38,7,SUV/ Crossover,Own home,Store or gas station,20-Nov,No,50.0,70840.0,9th - 11th grade,Unemployed,#NULL!
1,LA,1/17/2014 16:08,4,Pickup,Own home,Own home,20-Nov,,54.0,70791.0,Some college - no degree,Homemaker,0
1,LA,1/17/2014 16:12,#NULL!,Car,,,,,,,,,#NULL!
1,LA,1/17/2014 16:35,2,Car,Store or gas station,Own home,More than 20,No,20.0,70722.0,Some college - no degree,Employed Part-time,0
2,LA,1/17/2014 22:20,1,Car,Own home,Store or gas station,More than 20,No,38.0,70726.0,Some college - no degree,Employed Full-time,0
2,LA,1/17/2014 23:02,2,SUV/ Crossover,Restaurant/eating place,Own home,More than 20,Yes,28.0,70740.0,Some college - no degree,Employed Full-time,0
2,LA,1/17/2014 23:21,1,Pickup,"Bar, tavern, club",Own home,More than 20,No,30.0,70449.0,Some college - no degree,Unemployed,0
2,LA,1/17/2014 23:38,2,Pickup,Other,Own home,More than 20,,18.0,70810.0,9th - 11th grade,Employed Part-time,0
2,LA,1/17/2014 23:58,1,SUV/ Crossover,Restaurant/eating place,Own home,More than 20,No,21.0,70820.0,Some college - no degree,Employed Part-time,#NULL!
3,LA,1/18/2014 1:37,2,Car,Work,Own home,More than 20,,64.0,70122.0,Bachelor's degree,Employed Full-time,#NULL!
3,LA,1/18/2014 2:07,2,Pickup,Work,Own home,10-Jun,No,49.0,70816.0,Some college - no degree,Employed Full-time,#NULL!
3,LA,1/18/2014 2:44,3,Car,Work,Own home,0-5,No,22.0,70816.0,Some college - no degree,Employed Full-time,0.02
4,LA,1/18/2014 22:29,2,Car,Someone else's home,Own home,More than 20,No,23.0,70820.0,Some college - no degree,Unemployed,0
4,LA,1/18/2014 22:49,1,Car,Restaurant/eating place,Own home,0-5,No,18.0,70815.0,Some college - no degree,Unemployed,#NULL!
4,LA,1/18/2014 23:20,8,Car,Work,Own home,0-5,No,21.0,70802.0,Some college - no degree,Employed Full-time,0
4,LA,1/18/2014 23:37,6,Car,Work,Store or gas station,10-Jun,No,19.0,70803.0,Some college - no degree,Employed Part-time,0
4,LA,1/18/2014 23:55,1,Car,"Bar, tavern, club",Someone else's home,0-5,Yes,23.0,70663.0,Bachelor's degree,Employed Full-time,#NULL!
4,LA,1/19/2014 0:14,2,Car,Someone else's home,Own home,20-Nov,No,20.0,70441.0,Some college - no degree,Employed Part-time,#NULL!
5,LA,1/19/2014 1:27,1,Car,Own home,Someone else's home,0-5,No,21.0,70819.0,Some college - no degree,Employed Part-time,0
5,LA,1/19/2014 1:52,1,Car,Someone else's home,Own home,More than 20,No,20.0,70791.0,Some college - no degree,Employed Part-time,0
5,LA,1/19/2014 2:12,1,Pickup,Someone else's home,Other,More than 20,No,27.0,70809.0,Associate's degree,Employed Full-time,0
5,LA,1/19/2014 2:48,2,Car,Work,Own home,10-Jun,No,34.0,70817.0,Master's degree,Employed Full-time,#NULL!
5,LA,1/19/2014 3:13,2,Car,Own home,Someone else's home,More than 20,Yes,33.0,70802.0,High school graduate,Unemployed,0
1,MD,7/12/2013 13:56,1,Car,Work,Own home,10-Jun,No,30.0,20715.0,Bachelor's degree,Employed Full-time,0
1,MD,7/12/2013 14:17,1,Pickup,Restaurant/eating place,Own home,0-5,No,32.0,21054.0,Some college - no degree,Employed Full-time,0
1,MD,7/12/2013 14:37,#NULL!,SUV/ Crossover,,,,,,,,,0
1,MD,7/12/2013 15:03,1,SUV/ Crossover,Other,Own home,More than 20,No,48.0,20715.0,Some college - no degree,Employed Full-time,0
1,MD,7/12/2013 15:15,#NULL!,Car,,,,,,,,,#NULL!
1,MD,7/12/2013 15:37,2,Pickup,Own home,Other,10-Jun,,55.0,20715.0,High school graduate,Employed Full-time,0
2,MD,7/12/2013 22:12,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,MD,7/12/2013 22:18,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,MD,7/12/2013 22:35,2,Car,Work,Someone else's home,20-Nov,No,27.0,20020.0,Bachelor's degree,Employed Full-time,0
2,MD,7/12/2013 22:51,2,Car,Someone else's home,Own home,20-Nov,No,62.0,20747.0,Some college - no degree,Employed Full-time,0
2,MD,7/12/2013 23:10,2,Car,Someone else's home,Own home,10-Jun,,73.0,20786.0,High school graduate,Retired,#NULL!
2,MD,7/12/2013 23:20,#NULL!,Car,,,,,,,,,#NULL!
2,MD,7/12/2013 23:28,#NULL!,Car,,,,,,,,,#NULL!
2,MD,7/12/2013 23:55,2,Minivan,Someone else's home,Someone else's home,10-Jun,Yes,45.0,21044.0,High school graduate,On Disability,#NULL!
3,MD,7/13/2013 1:22,2,Car,Someone else's home,Own home,20-Nov,,54.0,20747.0,Master's degree,Employed Full-time,0
3,MD,7/13/2013 1:48,2,SUV/ Crossover,Someone else's home,Someone else's home,More than 20,,46.0,20711.0,Associate's degree,Employed Full-time,0
3,MD,7/13/2013 1:57,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,MD,7/13/2013 2:12,#NULL!,SUV/ Crossover,Store or gas station,Someone else's home,0-5,,,,,,#NULL!
3,MD,7/13/2013 2:37,#NULL!,Car,,,,,,,,,#NULL!
3,MD,7/13/2013 3:02,2,Car,Someone else's home,Someone else's home,20-Nov,No,23.0,20020.0,Master's degree,Employed Full-time,#NULL!
4,MD,7/13/2013 22:05,#NULL!,Car,,,,,,,,,#NULL!
4,MD,7/13/2013 22:26,2,Car,Someone else's home,Own home,More than 20,,19.0,20601.0,High school graduate,Employed Full-time,0
4,MD,7/13/2013 22:41,2,Car,Own home,Work,More than 20,,35.0,20609.0,Bachelor's degree,Employed Full-time,0
4,MD,7/13/2013 22:50,#NULL!,Car,,,,,,,,,#NULL!
4,MD,7/13/2013 22:56,#NULL!,Car,,,,,,,,,#NULL!
4,MD,7/13/2013 23:09,2,Car,Someone else's home,Own home,0-5,,48.0,20603.0,Master's degree,Employed Full-time,#NULL!
4,MD,7/13/2013 23:14,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
4,MD,7/13/2013 23:20,#NULL!,Pickup,,,,,,,,,#NULL!
4,MD,7/13/2013 23:25,#NULL!,Minivan,,,,,,,,,#NULL!
4,MD,7/13/2013 23:32,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
4,MD,7/13/2013 23:38,#NULL!,Car,,,,,,,,,#NULL!
4,MD,7/13/2013 23:45,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
4,MD,7/13/2013 23:52,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
4,MD,7/13/2013 23:59,#NULL!,Pickup,,,,,,,,,#NULL!
5,MD,7/14/2013 1:17,#NULL!,Car,,,,,,,,,#NULL!
5,MD,7/14/2013 1:22,#NULL!,Car,,,,,,,,,#NULL!
5,MD,7/14/2013 1:32,#NULL!,Car,,,,,,,,,#NULL!
5,MD,7/14/2013 2:01,6,Car,Someone else's home,Own home,More than 20,No,26.0,20601.0,High school graduate,Employed Full-time,0
5,MD,7/14/2013 2:08,#NULL!,Minivan,,,,,,,,,#NULL!
5,MD,7/14/2013 2:28,2,SUV/ Crossover,Someone else's home,Own home,More than 20,Yes,38.0,20785.0,Master's degree,Employed Full-time,#NULL!
5,MD,7/14/2013 2:37,#NULL!,Car,,,,,,,,,#NULL!
5,MD,7/14/2013 2:57,6,Car,Hotel/motel,Own home,More than 20,No,25.0,19804.0,High school graduate,Employed Full-time,#NULL!
5,MD,7/14/2013 3:09,#NULL!,Motorcycle,,,,,,,,,#NULL!
1,NC,3/28/2014 9:03,2,Car,Own home,Other,More than 20,No,49.0,28269.0,Bachelor's degree,Unemployed,#NULL!
1,NC,3/28/2014 9:20,1,Pickup,Work,Own home,20-Nov,,44.0,27301.0,9th - 11th grade,Employed Full-time,0
1,NC,3/28/2014 9:32,1,Car,Own home,Other,0-5,No,18.0,27407.0,9th - 11th grade,Unemployed,#NULL!
1,NC,3/28/2014 9:49,2,Car,School/church,Own home,0-5,No,18.0,27406.0,Some college - no degree,Employed Part-time,0
1,NC,3/28/2014 10:15,4,Car,Store or gas station,Work,10-Jun,No,48.0,27350.0,9th - 11th grade,Employed Full-time,0
